filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20190308_210227.jpg,450,600,switch,89,523,149,560
IMG_20190308_210227.jpg,450,600,switch,256,531,318,570
IMG_20190308_210227.jpg,450,600,button,85,386,379,487
IMG_20190308_210227.jpg,450,600,button,76,111,353,216
IMG_20190308_210227.jpg,450,600,text_input,80,249,340,355
IMG_20190308_212815.jpg,450,600,image,56,312,368,473
IMG_20190308_212815.jpg,450,600,text,36,74,152,128
IMG_20190308_212815.jpg,450,600,text,36,201,147,261
IMG_20190308_212815.jpg,450,600,button,187,64,401,161
IMG_20190308_212815.jpg,450,600,text_input,170,191,375,280
IMG_20190308_212815.jpg,450,600,switch,72,494,174,548
IMG_20190308_212829.jpg,450,600,button,74,77,199,161
IMG_20190308_212829.jpg,450,600,button,256,76,378,156
IMG_20190308_212829.jpg,450,600,button,214,407,361,477
IMG_20190308_212829.jpg,450,600,button,81,289,363,376
IMG_20190308_212829.jpg,450,600,text_input,79,200,363,274
IMG_20190308_212829.jpg,450,600,text,67,408,183,465
IMG_20190308_212829.jpg,450,600,text,214,493,332,547
IMG_20190308_212829.jpg,450,600,switch,91,500,177,553
IMG_20190308_213504.jpg,450,600,image,85,91,323,241
IMG_20190308_213504.jpg,450,600,text_input,76,290,347,375
IMG_20190308_213504.jpg,450,600,button,77,386,345,464
IMG_20190308_213504.jpg,450,600,button,80,475,346,542
IMG_20190308_214531.jpg,450,600,text,76,101,201,156
IMG_20190308_214531.jpg,450,600,text,64,206,189,261
IMG_20190308_214531.jpg,450,600,text,67,426,177,479
IMG_20190308_214531.jpg,450,600,text,62,508,172,561
IMG_20190308_214531.jpg,450,600,button,217,74,390,170
IMG_20190308_214531.jpg,450,600,button,193,201,375,279
IMG_20190308_214531.jpg,450,600,button,74,308,369,396
IMG_20190308_214531.jpg,450,600,text_input,181,415,386,488
IMG_20190308_214531.jpg,450,600,text_input,171,499,376,572
IMG_20190308_214525.jpg,450,600,button,54,58,372,166
IMG_20190308_214525.jpg,450,600,button,49,178,367,286
IMG_20190308_214525.jpg,450,600,button,185,417,369,494
IMG_20190308_214525.jpg,450,600,text_input,51,303,359,397
IMG_20190308_214525.jpg,450,600,text_input,190,502,367,566
IMG_20190308_214525.jpg,450,600,text,40,413,165,472
IMG_20190308_214525.jpg,450,600,text,46,502,171,561
IMG_20190308_212633.jpg,450,600,image,76,66,235,194
IMG_20190308_212633.jpg,450,600,image,207,227,347,332
IMG_20190308_212633.jpg,450,600,text,88,248,180,301
IMG_20190308_212633.jpg,450,600,text,258,101,361,168
IMG_20190308_212633.jpg,450,600,button,81,352,356,437
IMG_20190308_212633.jpg,450,600,text_input,71,451,352,543
IMG_20190308_213539.jpg,450,600,switch,85,97,169,160
IMG_20190308_213539.jpg,450,600,text,230,106,351,153
IMG_20190308_213539.jpg,450,600,text,58,220,188,271
IMG_20190308_213539.jpg,450,600,text,239,334,352,390
IMG_20190308_213539.jpg,450,600,image,231,204,356,285
IMG_20190308_213539.jpg,450,600,image,51,309,198,395
IMG_20190308_213539.jpg,450,600,text_input,79,434,349,508
IMG_20190308_210018.jpg,450,600,button,95,88,352,203
IMG_20190308_210018.jpg,450,600,button,100,226,215,293
IMG_20190308_210018.jpg,450,600,button,230,230,349,297
IMG_20190308_210018.jpg,450,600,text_input,93,322,329,406
IMG_20190308_210018.jpg,450,600,text,73,460,217,518
IMG_20190308_210018.jpg,450,600,text,252,460,366,517
IMG_20190308_210018.jpg,450,600,switch,184,533,254,576
IMG_20190308_210959.jpg,450,600,text,42,84,133,145
IMG_20190308_210959.jpg,450,600,text,43,222,153,275
IMG_20190308_210959.jpg,450,600,text,40,384,156,440
IMG_20190308_210959.jpg,450,600,image,184,84,360,187
IMG_20190308_210959.jpg,450,600,image,180,222,357,345
IMG_20190308_210959.jpg,450,600,image,173,370,356,480
IMG_20190308_210959.jpg,450,600,button,48,475,352,549
IMG_20190308_212800.jpg,450,600,text,77,81,214,136
IMG_20190308_212800.jpg,450,600,text,201,204,325,260
IMG_20190308_212800.jpg,450,600,text,113,459,272,534
IMG_20190308_212800.jpg,450,600,switch,88,197,145,243
IMG_20190308_212800.jpg,450,600,switch,265,94,339,138
IMG_20190308_212800.jpg,450,600,image,73,297,170,395
IMG_20190308_212800.jpg,450,600,image,225,306,344,412
IMG_20190308_211138.jpg,450,600,button,75,72,208,164
IMG_20190308_211138.jpg,450,600,button,237,71,376,170
IMG_20190308_211138.jpg,450,600,text_input,78,184,361,272
IMG_20190308_211138.jpg,450,600,switch,92,291,179,338
IMG_20190308_211138.jpg,450,600,text_input,101,417,158,464
IMG_20190308_211138.jpg,450,600,text_input,253,299,337,336
IMG_20190308_211138.jpg,450,600,image,233,393,349,507
IMG_20190308_213920.jpg,450,600,button,63,290,246,370
IMG_20190308_213920.jpg,450,600,image,82,388,360,546
IMG_20190308_213920.jpg,450,600,switch,62,95,134,148
IMG_20190308_213920.jpg,450,600,switch,56,201,119,263
IMG_20190308_213920.jpg,450,600,text,192,102,345,157
IMG_20190308_213920.jpg,450,600,text,200,209,343,264
IMG_20190308_210528__01.jpg,561,600,text_input,105,221,459,337
IMG_20190308_210528__01.jpg,561,600,text_input,86,460,443,575
IMG_20190308_210528__01.jpg,561,600,text,95,136,255,194
IMG_20190308_210528__01.jpg,561,600,text,68,386,209,441
IMG_20190308_210352.jpg,450,600,switch,60,87,125,136
IMG_20190308_210352.jpg,450,600,switch,57,167,123,214
IMG_20190308_210352.jpg,450,600,switch,59,266,130,318
IMG_20190308_210352.jpg,450,600,switch,56,361,122,413
IMG_20190308_210352.jpg,450,600,text_input,166,270,364,345
IMG_20190308_210352.jpg,450,600,button,135,376,356,460
IMG_20190308_210352.jpg,450,600,button,45,470,367,551
IMG_20190308_210352.jpg,450,600,text,196,93,323,147
IMG_20190308_210352.jpg,450,600,text,196,185,321,236
IMG_20190308_210420.jpg,450,600,text,42,56,154,110
IMG_20190308_210420.jpg,450,600,button,45,145,181,221
IMG_20190308_210420.jpg,450,600,button,219,141,360,224
IMG_20190308_210420.jpg,450,600,text_input,57,243,360,330
IMG_20190308_210420.jpg,450,600,text_input,64,347,345,429
IMG_20190308_210420.jpg,450,600,text_input,65,446,334,530
IMG_20190308_213854.jpg,450,600,button,28,69,177,158
IMG_20190308_213854.jpg,450,600,button,277,78,414,161
IMG_20190308_213854.jpg,450,600,button,165,319,370,392
IMG_20190308_213854.jpg,450,600,text,41,210,145,272
IMG_20190308_213854.jpg,450,600,text,179,428,327,478
IMG_20190308_213854.jpg,450,600,text,163,515,309,560
IMG_20190308_213854.jpg,450,600,text,37,320,134,371
IMG_20190308_213854.jpg,450,600,text_input,172,194,382,281
IMG_20190308_213854.jpg,450,600,switch,43,429,123,483
IMG_20190308_213854.jpg,450,600,switch,43,508,113,558
IMG_20190308_214336.jpg,450,600,image,67,79,242,203
IMG_20190308_214336.jpg,450,600,image,290,205,399,290
IMG_20190308_214336.jpg,450,600,text,271,112,372,177
IMG_20190308_214336.jpg,450,600,text,104,218,226,279
IMG_20190308_214336.jpg,450,600,text_input,215,314,398,389
IMG_20190308_214336.jpg,450,600,text_input,177,403,394,478
IMG_20190308_214336.jpg,450,600,switch,94,312,184,375
IMG_20190308_214336.jpg,450,600,switch,77,408,167,471
IMG_20190308_214336.jpg,450,600,switch,257,502,347,565
IMG_20190308_214336.jpg,450,600,text,76,502,181,562
IMG_20190308_210839.jpg,450,600,switch,79,137,166,198
IMG_20190308_210839.jpg,450,600,switch,70,232,157,285
IMG_20190308_210839.jpg,450,600,switch,73,318,151,368
IMG_20190308_210839.jpg,450,600,text,190,143,355,202
IMG_20190308_210839.jpg,450,600,text,184,230,349,281
IMG_20190308_210839.jpg,450,600,text,165,307,345,377
IMG_20190308_210839.jpg,450,600,text_input,79,387,342,473
IMG_20190308_210811.jpg,450,600,text,31,91,210,162
IMG_20190308_210811.jpg,450,600,text,18,337,194,400
IMG_20190308_210811.jpg,450,600,text_input,45,172,434,295
IMG_20190308_210811.jpg,450,600,text_input,37,407,422,545
IMG_20190308_213301.jpg,450,600,button,188,119,319,196
IMG_20190308_213301.jpg,450,600,switch,106,237,203,300
IMG_20190308_213301.jpg,450,600,switch,101,344,190,399
IMG_20190308_213301.jpg,450,600,switch,96,466,187,532
IMG_20190308_213301.jpg,450,600,text,233,237,359,296
IMG_20190308_213301.jpg,450,600,text,237,336,359,397
IMG_20190308_213301.jpg,450,600,text,237,455,359,526
IMG_20190308_210152.jpg,450,600,image,88,78,372,246
IMG_20190308_210152.jpg,450,600,image,85,273,359,429
IMG_20190308_210152.jpg,450,600,button,65,476,191,554
IMG_20190308_210152.jpg,450,600,button,196,480,284,549
IMG_20190308_210152.jpg,450,600,button,291,476,395,554
IMG_20190308_210146.jpg,450,600,text_input,187,72,393,158
IMG_20190308_210146.jpg,450,600,text_input,180,184,374,256
IMG_20190308_210146.jpg,450,600,text_input,184,291,368,363
IMG_20190308_210146.jpg,450,600,text_input,182,395,395,475
IMG_20190308_210146.jpg,450,600,text,65,80,163,135
IMG_20190308_210146.jpg,450,600,text,59,177,160,232
IMG_20190308_210146.jpg,450,600,text,62,282,165,341
IMG_20190308_210146.jpg,450,600,text,56,388,159,447
IMG_20190308_210146.jpg,450,600,button,72,487,392,570
IMG_20190308_212751.jpg,450,600,text,79,79,192,152
IMG_20190308_212751.jpg,450,600,text,242,79,341,148
IMG_20190308_212751.jpg,450,600,text,119,479,305,550
IMG_20190308_212751.jpg,450,600,switch,99,198,170,241
IMG_20190308_212751.jpg,450,600,switch,256,206,325,252
IMG_20190308_212751.jpg,450,600,button,77,286,357,360
IMG_20190308_212751.jpg,450,600,button,84,377,211,451
IMG_20190308_212751.jpg,450,600,button,245,370,374,452
IMG_20190308_214644.jpg,450,600,text,65,84,210,149
IMG_20190308_214644.jpg,450,600,text,55,177,200,242
IMG_20190308_214644.jpg,450,600,button,224,77,374,161
IMG_20190308_214644.jpg,450,600,button,212,177,362,261
IMG_20190308_214644.jpg,450,600,button,70,277,363,354
IMG_20190308_214644.jpg,450,600,button,81,370,358,445
IMG_20190308_214644.jpg,450,600,button,77,468,354,543
IMG_20190308_215405__01.jpg,688,600,image,105,39,326,280
IMG_20190308_215405__01.jpg,688,600,image,322,350,566,568
IMG_20190308_215405__01.jpg,688,600,text,369,100,561,181
IMG_20190308_215405__01.jpg,688,600,text,80,413,272,494
IMG_20190308_205615.jpg,450,600,text,86,144,232,210
IMG_20190308_205615.jpg,450,600,text,89,491,207,545
IMG_20190308_205615.jpg,450,600,switch,237,495,307,539
IMG_20190308_205615.jpg,450,600,switch,263,137,330,174
IMG_20190308_205615.jpg,450,600,text_input,84,234,371,329
IMG_20190308_205615.jpg,450,600,text_input,85,350,360,460
IMG_20190308_210230.jpg,450,600,text,90,270,207,336
IMG_20190308_210230.jpg,450,600,text,243,266,359,335
IMG_20190308_210230.jpg,450,600,text,72,381,187,445
IMG_20190308_210230.jpg,450,600,text,240,373,357,444
IMG_20190308_210230.jpg,450,600,switch,84,490,164,539
IMG_20190308_210230.jpg,450,600,button,188,457,362,545
IMG_20190308_210230.jpg,450,600,image,84,82,213,210
IMG_20190308_210230.jpg,450,600,image,237,93,361,219
IMG_20190308_210032.jpg,450,600,text_input,107,134,334,220
IMG_20190308_210032.jpg,450,600,text,96,254,199,305
IMG_20190308_210032.jpg,450,600,image,92,325,214,430
IMG_20190308_210032.jpg,450,600,image,253,332,366,431
IMG_20190308_210032.jpg,450,600,switch,249,256,304,292
IMG_20190308_210032.jpg,450,600,switch,106,471,162,504
IMG_20190308_210032.jpg,450,600,switch,216,464,277,501
IMG_20190308_210032.jpg,450,600,text,295,460,398,518
IMG_20190308_205402.jpg,450,600,image,82,80,350,253
IMG_20190308_205402.jpg,450,600,text,81,282,181,353
IMG_20190308_205402.jpg,450,600,text,84,381,191,445
IMG_20190308_205402.jpg,450,600,text_input,203,268,378,356
IMG_20190308_205402.jpg,450,600,text_input,210,368,380,457
IMG_20190308_205402.jpg,450,600,button,71,468,383,554
IMG_20190308_212354.jpg,450,600,text_input,72,367,345,444
IMG_20190308_212354.jpg,450,600,button,69,484,345,560
IMG_20190308_212354.jpg,450,600,image,72,67,177,181
IMG_20190308_212354.jpg,450,600,image,230,74,337,180
IMG_20190308_212354.jpg,450,600,image,74,224,176,328
IMG_20190308_212354.jpg,450,600,image,235,232,335,326
IMG_20190308_213923.jpg,450,600,image,61,75,225,187
IMG_20190308_213923.jpg,450,600,image,67,235,210,365
IMG_20190308_213923.jpg,450,600,button,259,92,396,172
IMG_20190308_213923.jpg,450,600,button,246,261,368,346
IMG_20190308_213923.jpg,450,600,text_input,85,386,350,465
IMG_20190308_213923.jpg,450,600,text_input,92,481,358,550
IMG_20190308_212552.jpg,450,600,text_input,83,48,350,119
IMG_20190308_212552.jpg,450,600,image,74,154,176,252
IMG_20190308_212552.jpg,450,600,text,202,183,352,261
IMG_20190308_212552.jpg,450,600,switch,171,279,244,329
IMG_20190308_212552.jpg,450,600,text,72,379,199,455
IMG_20190308_212552.jpg,450,600,image,232,368,353,476
IMG_20190308_212552.jpg,450,600,text_input,76,469,319,552
IMG_20190308_210423.jpg,450,600,text_input,199,233,399,306
IMG_20190308_210423.jpg,450,600,text_input,200,339,411,410
IMG_20190308_210423.jpg,450,600,text_input,191,430,382,516
IMG_20190308_210423.jpg,450,600,text,72,245,192,306
IMG_20190308_210423.jpg,450,600,text,68,337,179,394
IMG_20190308_210423.jpg,450,600,text,58,432,184,491
IMG_20190308_210423.jpg,450,600,image,92,66,368,217
IMG_20190308_212546.jpg,450,600,text_input,90,72,386,165
IMG_20190308_212546.jpg,450,600,button,94,192,392,279
IMG_20190308_212546.jpg,450,600,text,77,305,193,371
IMG_20190308_212546.jpg,450,600,text,61,404,196,469
IMG_20190308_212546.jpg,450,600,text,232,307,378,364
IMG_20190308_212546.jpg,450,600,text,245,410,387,480
IMG_20190308_212546.jpg,450,600,text_input,67,497,394,570
IMG_20190308_213857.jpg,450,600,image,56,65,211,182
IMG_20190308_213857.jpg,450,600,image,56,221,226,346
IMG_20190308_213857.jpg,450,600,image,54,384,229,495
IMG_20190308_213857.jpg,450,600,text,251,92,367,152
IMG_20190308_213857.jpg,450,600,text,248,256,360,311
IMG_20190308_213857.jpg,450,600,text,250,409,362,461
IMG_20190308_213857.jpg,450,600,button,60,513,376,584
IMG_20190308_205953.jpg,450,600,image,55,419,210,553
IMG_20190308_205953.jpg,450,600,switch,239,469,295,510
IMG_20190308_205953.jpg,450,600,switch,64,80,126,122
IMG_20190308_205953.jpg,450,600,text_input,57,167,313,250
IMG_20190308_205953.jpg,450,600,button,46,280,325,384
IMG_20190308_205953.jpg,450,600,text,149,76,305,139
IMG_20190308_210806.jpg,450,600,image,122,68,337,223
IMG_20190308_210806.jpg,450,600,image,122,251,326,398
IMG_20190308_210806.jpg,450,600,image,121,418,320,575
IMG_20190308_210157.jpg,450,600,text,78,87,187,155
IMG_20190308_210157.jpg,450,600,text,68,280,167,330
IMG_20190308_210157.jpg,450,600,switch,244,83,341,131
IMG_20190308_210157.jpg,450,600,text_input,81,167,386,255
IMG_20190308_210157.jpg,450,600,text_input,188,280,368,354
IMG_20190308_210157.jpg,450,600,button,80,380,366,458
IMG_20190308_210157.jpg,450,600,button,92,470,364,551
IMG_20190308_205957.jpg,450,600,text,85,89,224,145
IMG_20190308_205957.jpg,450,600,text,248,96,383,155
IMG_20190308_205957.jpg,450,600,text,81,205,226,270
IMG_20190308_205957.jpg,450,600,text,76,322,216,386
IMG_20190308_205957.jpg,450,600,text,240,316,375,379
IMG_20190308_205957.jpg,450,600,switch,280,207,343,250
IMG_20190308_205957.jpg,450,600,text_input,82,411,362,520
IMG_20190308_212542.jpg,450,600,text,54,64,173,113
IMG_20190308_212542.jpg,450,600,text,52,168,175,226
IMG_20190308_212542.jpg,450,600,text,57,269,187,328
IMG_20190308_212542.jpg,450,600,text,67,379,210,445
IMG_20190308_212542.jpg,450,600,text,64,479,195,540
IMG_20190308_212542.jpg,450,600,text,219,64,356,119
IMG_20190308_212542.jpg,450,600,text,221,170,344,221
IMG_20190308_212542.jpg,450,600,text,248,270,358,328
IMG_20190308_212542.jpg,450,600,text,270,381,370,435
IMG_20190308_212542.jpg,450,600,text,255,483,382,547
IMG_20190308_212436.jpg,450,600,text_input,82,281,352,370
IMG_20190308_212436.jpg,450,600,text_input,79,391,352,477
IMG_20190308_212436.jpg,450,600,button,85,484,341,554
IMG_20190308_212436.jpg,450,600,image,76,87,356,257
IMG_20190308_213258.jpg,450,600,text,106,113,207,159
IMG_20190308_213258.jpg,450,600,text,92,347,183,399
IMG_20190308_213258.jpg,450,600,switch,246,115,324,166
IMG_20190308_213258.jpg,450,600,image,196,198,354,301
IMG_20190308_213258.jpg,450,600,image,192,315,347,421
IMG_20190308_213258.jpg,450,600,button,190,455,356,535
IMG_20190308_213516.jpg,450,600,switch,99,133,179,195
IMG_20190308_213516.jpg,450,600,switch,94,239,193,306
IMG_20190308_213516.jpg,450,600,switch,81,350,154,408
IMG_20190308_213516.jpg,450,600,switch,270,139,339,190
IMG_20190308_213516.jpg,450,600,switch,259,250,327,299
IMG_20190308_213516.jpg,450,600,switch,257,352,326,403
IMG_20190308_213516.jpg,450,600,text_input,92,445,343,514
IMG_20190308_214250.jpg,450,600,image,55,70,390,250
IMG_20190308_214250.jpg,450,600,image,48,270,377,444
IMG_20190308_214250.jpg,450,600,button,56,463,363,541
IMG_20190308_210839__01.jpg,548,600,switch,99,180,198,236
IMG_20190308_210839__01.jpg,548,600,switch,83,280,190,349
IMG_20190308_210839__01.jpg,548,600,switch,79,380,181,447
IMG_20190308_210839__01.jpg,548,600,text,230,176,434,243
IMG_20190308_210839__01.jpg,548,600,text,232,285,421,343
IMG_20190308_210839__01.jpg,548,600,text,202,387,424,445
IMG_20190308_210839__01.jpg,548,600,text_input,94,472,431,584
IMG_20190308_210750.jpg,450,600,text_input,195,297,380,364
IMG_20190308_210750.jpg,450,600,text_input,160,394,361,468
IMG_20190308_210750.jpg,450,600,text,46,123,173,167
IMG_20190308_210750.jpg,450,600,text,45,203,153,255
IMG_20190308_210750.jpg,450,600,text,45,304,157,353
IMG_20190308_210750.jpg,450,600,text,35,393,142,441
IMG_20190308_210750.jpg,450,600,switch,217,114,322,172
IMG_20190308_210750.jpg,450,600,switch,222,205,316,264
IMG_20190308_210744.jpg,450,600,image,29,93,430,322
IMG_20190308_210744.jpg,450,600,text,2,350,170,399
IMG_20190308_210744.jpg,450,600,text_input,40,417,422,501
IMG_20190308_210744.jpg,450,600,text_input,51,514,403,595
IMG_20190308_214244.jpg,450,600,switch,98,292,162,339
IMG_20190308_214244.jpg,450,600,switch,87,394,160,444
IMG_20190308_214244.jpg,450,600,text,187,398,330,446
IMG_20190308_214244.jpg,450,600,text,208,291,330,337
IMG_20190308_214244.jpg,450,600,text,260,177,346,231
IMG_20190308_214244.jpg,450,600,text,281,87,359,136
IMG_20190308_214244.jpg,450,600,button,96,72,251,148
IMG_20190308_214244.jpg,450,600,button,88,168,241,255
IMG_20190308_214244.jpg,450,600,button,95,470,338,552
IMG_20190308_210234.jpg,450,600,button,87,88,255,169
IMG_20190308_210234.jpg,450,600,switch,272,114,342,152
IMG_20190308_210234.jpg,450,600,text,105,230,232,292
IMG_20190308_210234.jpg,450,600,text,257,222,364,283
IMG_20190308_210234.jpg,450,600,text_input,84,321,349,418
IMG_20190308_210234.jpg,450,600,text_input,77,458,339,564
IMG_20190308_212351.jpg,450,600,text_input,85,62,357,155
IMG_20190308_212351.jpg,450,600,button,86,182,366,266
IMG_20190308_212351.jpg,450,600,button,65,297,227,373
IMG_20190308_212351.jpg,450,600,button,232,302,372,368
IMG_20190308_212351.jpg,450,600,switch,92,418,162,466
IMG_20190308_212351.jpg,450,600,text,196,419,346,477
IMG_20190308_212351.jpg,450,600,text,134,509,301,575
IMG_20190308_213926.jpg,450,600,text_input,221,208,393,277
IMG_20190308_213926.jpg,450,600,text_input,205,295,383,355
IMG_20190308_213926.jpg,450,600,button,88,94,382,181
IMG_20190308_213926.jpg,450,600,button,91,397,365,480
IMG_20190308_213926.jpg,450,600,button,83,497,365,572
IMG_20190308_213926.jpg,450,600,text,87,300,183,348
IMG_20190308_213926.jpg,450,600,text,83,203,189,255
IMG_20190308_210432.jpg,450,600,button,68,279,378,360
IMG_20190308_210432.jpg,450,600,text_input,165,74,363,153
IMG_20190308_210432.jpg,450,600,text_input,159,171,376,258
IMG_20190308_210432.jpg,450,600,text,56,88,154,137
IMG_20190308_210432.jpg,450,600,text,48,183,152,233
IMG_20190308_210432.jpg,450,600,image,60,397,236,521
IMG_20190308_210432.jpg,450,600,image,242,391,403,518
IMG_20190308_212755.jpg,450,600,button,89,334,333,411
IMG_20190308_212755.jpg,450,600,text_input,93,211,356,290
IMG_20190308_212755.jpg,450,600,image,84,64,193,165
IMG_20190308_212755.jpg,450,600,image,238,73,340,168
IMG_20190308_212755.jpg,450,600,text,79,455,260,533
IMG_20190308_212755.jpg,450,600,switch,301,470,367,519
IMG_20190308_214456.jpg,450,600,button,56,73,394,165
IMG_20190308_214456.jpg,450,600,button,65,195,383,281
IMG_20190308_214456.jpg,450,600,button,71,312,370,394
IMG_20190308_214456.jpg,450,600,button,65,413,350,493
IMG_20190308_214456.jpg,450,600,switch,77,506,152,556
IMG_20190308_214456.jpg,450,600,text,212,502,350,559
IMG_20190308_214330.jpg,450,600,button,74,52,379,161
IMG_20190308_214330.jpg,450,600,text_input,79,195,369,290
IMG_20190308_214330.jpg,450,600,text_input,74,298,364,393
IMG_20190308_214330.jpg,450,600,text,74,417,185,479
IMG_20190308_214330.jpg,450,600,text,72,500,183,562
IMG_20190308_214330.jpg,450,600,switch,247,420,332,484
IMG_20190308_214330.jpg,450,600,switch,242,506,327,570
IMG_20190308_210140.jpg,450,600,button,72,421,337,489
IMG_20190308_210140.jpg,450,600,button,76,500,324,568
IMG_20190308_210140.jpg,450,600,text,67,263,169,310
IMG_20190308_210140.jpg,450,600,text,69,76,188,134
IMG_20190308_210140.jpg,450,600,text_input,65,146,388,230
IMG_20190308_210140.jpg,450,600,text_input,69,320,366,391
IMG_20190308_215010.jpg,450,600,switch,50,54,141,122
IMG_20190308_215010.jpg,450,600,switch,296,162,387,230
IMG_20190308_215010.jpg,450,600,switch,32,479,123,547
IMG_20190308_215010.jpg,450,600,switch,233,484,324,552
IMG_20190308_215010.jpg,450,600,text,193,61,347,121
IMG_20190308_215010.jpg,450,600,text,39,171,185,226
IMG_20190308_215010.jpg,450,600,text,204,336,350,391
IMG_20190308_215010.jpg,450,600,image,27,282,187,432
IMG_20190308_212555.jpg,450,600,image,86,69,175,180
IMG_20190308_212555.jpg,450,600,text,215,95,351,163
IMG_20190308_212555.jpg,450,600,switch,185,201,265,255
IMG_20190308_212555.jpg,450,600,text_input,76,284,343,370
IMG_20190308_212555.jpg,450,600,switch,191,393,245,431
IMG_20190308_212555.jpg,450,600,text,70,481,208,546
IMG_20190308_212555.jpg,450,600,image,261,466,369,556
IMG_20190308_210356.jpg,450,600,text_input,178,69,389,160
IMG_20190308_210356.jpg,450,600,text_input,174,185,357,276
IMG_20190308_210356.jpg,450,600,text_input,172,298,361,397
IMG_20190308_210356.jpg,450,600,text_input,170,413,364,508
IMG_20190308_210356.jpg,450,600,text,60,84,167,138
IMG_20190308_210356.jpg,450,600,text,52,180,157,239
IMG_20190308_210356.jpg,450,600,text,53,298,156,364
IMG_20190308_210356.jpg,450,600,text,50,417,156,476
IMG_20190308_210356.jpg,450,600,text,184,518,324,571
IMG_20190308_210356.jpg,450,600,switch,51,512,141,556
IMG_20190308_210708__01.jpg,574,600,text,52,90,207,148
IMG_20190308_210708__01.jpg,574,600,text,269,318,427,385
IMG_20190308_210708__01.jpg,574,600,switch,74,201,178,262
IMG_20190308_210708__01.jpg,574,600,switch,78,322,192,389
IMG_20190308_210708__01.jpg,574,600,switch,307,187,427,270
IMG_20190308_210708__01.jpg,574,600,image,91,419,422,587
IMG_20190308_205834.jpg,450,600,button,53,196,276,306
IMG_20190308_205834.jpg,450,600,text_input,191,340,413,442
IMG_20190308_205834.jpg,450,600,text,45,364,157,432
IMG_20190308_205834.jpg,450,600,text,44,88,150,152
IMG_20190308_205834.jpg,450,600,text,271,237,400,291
